adult,tconst,overview,poster_path,production_countries,production_companies_name,averageRating,category,primaryName,birthYear,genres,titles,languages_combined,votes,runtime,start_year,poster_url,video_link,overview_fr
False,tt7972012,"1981. Hubert Bonisseur de la Bath, aka OSS 117, is back. For this new mission - more delicate, more dangerous and more torrid than ever - he is forced to team up with a young new colleague, the promising OSS 1001.",/8KZun0DjBSVJtAEb7ytNKIKO0SL.jpg,['FR'],"['Gaumont', 'Mandarin Production', 'M6 Films', 'SCOPE Pictures']",5.8,actor,Jean Dujardin,1972.0,"['Comedy', 'Adventure', 'Action'],Action,Comedy",OSS 117: From Africa with Love - OSS 117: Alerte rouge en Afrique noire,"['de', 'fr'], fr",5.642 / 6170.0,117.0 / 117.0,2021.0 - 2021.0,https://image.tmdb.org/t/p/w154/6J0F1q9cJstqHbtaoS9nTQ4oCbx.jpg,https://www.youtube.com/watch?v=Dbcob9qYivI,"1981. Hubert Bonisseur de la Bath, alias OSS 117, est de retour. Pour cette nouvelle mission, plus délicate, plus dangereuse et plus torride que jamais, il est contraint de faire équipe avec un jeune et nouveau collègue, le prometteur OSS 1001."
False,tt7978672,"An adventure-loving couple convince their friends to explore a remote, uncharted cave system in the forests of Northern Australia. With a tropical storm approaching, they abseil into the mouth of the cave, but when the caves start to flood, tensions rise as oxygen levels fall and the friends find themselves trapped. Unknown to them, the storm has also brought in a pack of dangerous and hungry crocodiles.",/pmAv14TPE2vKMIRrVeCd1Ll7K94.jpg,"['AU', 'US']","['Altitude Film Sales', 'Cornerstone Pictures', 'ProdigyMovies', 'Filmology Finance']",6.400674684658257,actor,Unknown,1981.0,"['Horror', 'Action', 'Adventure'],",Black Water: Abyss - ,"['ru', 'es', 'en', 'fr'], ",5.171 / , / 98.0,2020.0 - ,https://image.tmdb.org/t/p/w154/xiNFZRwHINOjk6R3klvDcOhY4Gv.jpg,https://www.youtube.com/watch?v=ZqE94By0TvE,"Un couple d'aventuriers convainc ses amis d'explorer un système de grottes isolées et inexplorées dans les forêts du nord de l'Australie. Alors qu'une tempête tropicale approche, ils descendent en rappel dans l'entrée de la grotte, mais lorsque les grottes commencent à être inondées, la tension monte alors que les niveaux d'oxygène chutent et les amis se retrouvent piégés. À leur insu, la tempête a également amené une meute de crocodiles dangereux et affamés."
False,tt8001346,"Following a fall during mistletoe picking, Druid Getafix decides that it is time to secure the future of the village. Accompanied by Asterix and Obelix, he undertakes to travel the Gallic world in search of a talented young druid to transmit the Secret of the Magic Potion.",/wmMq5ypRNJbWpdhC9aPjpdx1MMp.jpg,['FR'],"['M6 Studio', 'M6 Films', 'Canal+', 'CNC', 'Les Éditions Albert René', 'Mikros Image', 'OCS', 'La Région Île-de-France', 'W9']",6.400674684658257,actor,Unknown,1981.0,"['Family', 'Animation', 'Comedy', 'Adventure'],",Asterix: The Secret of the Magic Potion - ,"['fr'], ",6.913 / , / 85.0,2018.0 - ,https://image.tmdb.org/t/p/w154/bMYpBVc0bS0ykEXSjRXIat6ooJf.jpg,https://www.youtube.com/watch?v=5XuY0CktY-0,"Suite à une chute lors de la cueillette du gui, le druide Panoramix décide qu'il est temps d'assurer l'avenir du village. Accompagné d'Astérix et Obélix, il entreprend de parcourir le monde gaulois à la recherche d'un jeune druide talentueux pour lui transmettre le Secret de la Potion Magique."
False,tt8028842,"Vladimir and Hector, two secret agents opposed in every way, are trying to recover a top secret material stolen by unknown intruders.",/yfrB9E1hiXU4D4Axw4DpIZtUqRf.jpg,"['CN', 'FR']","['iQIYI Pictures', 'Lux Populi Production', 'Particular Crowd', 'Lux Populi VFX']",6.400674684658257,actor,Unknown,1981.0,"['Animation', 'Comedy', 'Action', 'Adventure', 'Family'],",Spycies - ,"['cn', 'zh', 'fr', 'en'], ",7.5 / , / 96.0,2020.0 - ,https://image.tmdb.org/t/p/w154/jvv313GJcCYbPbRDqKt2Vi3BDzt.jpg,https://www.youtube.com/watch?v=9DsG8ctWp9A,"Vladimir et Hector, deux agents secrets que tout oppose, tentent de récupérer un matériel top secret volé par des intrus inconnus."
False,tt8030700,"A sequel to “Li’l Quinquin”. When a strange magma is found near Coincoin’s home town, the inhabitants suddenly start to behave strangely. Goofy detective Captain Van Der Weyden and his loyal assistant Carpentier set about investigating these alien attacks, discovering that an extra-terrestrial invasion has begun.",/7gjK9Yc8rLb5vozKomki6n9p3dk.jpg,['FR'],"['ARTE', 'Taos Films', 'Pictanovo']",6.400674684658257,actor,Unknown,1981.0,"['Comedy', 'Drama', 'TV Movie', 'Fantasy'],",CoinCoin and the Extra-Humans - ,"['fr'], ",6.8 / , / 206.0,2018.0 - ,https://image.tmdb.org/t/p/w154/o6dSJKaI1WQCJBOT63alVXjfxup.jpg,https://www.youtube.com/watch?v=2B8_TfO6EHY,"Suite de « Petit Quinquin ». Lorsqu’un étrange magma est découvert près de la ville natale de Coincoin, les habitants commencent soudainement à se comporter de manière étrange. Le détective maladroit Capitaine Van Der Weyden et son fidèle assistant Carpentier se mettent à enquêter sur ces attaques extraterrestres et découvrent qu’une invasion extraterrestre a commencé."
False,tt8054066,"Claire is a beautiful young woman who works at her late father’s hotel, that is now managed by her evil stepmother Maud. Claire unwittingly sparks uncontrollable jealousy in Maud, whose young lover has fallen in love with Claire. Maud decides to get rid of Claire who finds shelter in a farm where she’s allowed to break free from her strict upbringing through encounters with seven “princes.”",/kANdcc2G5yFqPDcb1Z8xVshmrFb.jpg,['FR'],"['Ciné-@', 'Mandarin Cinéma']",5.3,actress,Lou de Laâge,1990.0,"['Comedy', 'Drama'],Comedy,Drama,Romance",White as Snow - Blanche comme neige,"['fr'], fr",5.2 / 1624.0,112.0 / 112.0,2019.0 - 2019.0,https://image.tmdb.org/t/p/w154/kANdcc2G5yFqPDcb1Z8xVshmrFb.jpg,https://www.youtube.com/watch?v=zsS8qOzhYjY,"Claire est une belle jeune femme qui travaille dans l'hôtel de son défunt père, qui est désormais géré par sa méchante belle-mère Maud. Claire suscite involontairement une jalousie incontrôlable chez Maud, dont le jeune amant est tombé amoureux d'elle. Maud décide de se débarrasser de Claire qui trouve refuge dans une ferme où elle est autorisée à s'affranchir de son éducation stricte en rencontrant sept « princes »."
False,tt8075202,"Marianne leaves Abel for Paul, his best friend and the father of her unborn child. Eight years later, Paul dies and Marianne returns to Abel. However, things have changed for the both of them and feelings of jealousy surround their new relationship.",/l1bHryDSFWgiDbEdTf2H7vQAKCp.jpg,['FR'],"['Why Not Productions', 'Canal+', 'Ciné+']",6.2,actor,Louis Garrel,1983.0,"['Comedy', 'Drama', 'Romance'],Comedy,Drama,Romance",A Faithful Man - L'homme fidèle,"['fr', 'es'], fr",5.5 / 4454.0,75.0 / 75.0,2018.0 - 2018.0,https://image.tmdb.org/t/p/w154/2AVjeE0yITLVT9IuP65EU7pqSIt.jpg,https://www.youtube.com/watch?v=UDaYckxMgpM,"Marianne quitte Abel pour Paul, son meilleur ami et père de son enfant à naître. Huit ans plus tard, Paul décède et Marianne revient auprès d'Abel. Cependant, les choses ont changé pour eux deux et un sentiment de jalousie entoure leur nouvelle relation."
False,tt8076110,"It takes him suddenly at 40 years: Frédéric wants a baby, Claire never wanted one and they agreed on that. He commits the unforgivable and makes a child behind her back. Claire turns into a whale and Frédéric becomes a doting father.",/nu5EjoHfk4oG8RclOqFvJ5TPH9b.jpg,['FR'],"['Avenue B Productions', 'Vito Films']",6.400674684658257,actor,Unknown,1981.0,"['Comedy'],",Enormous - ,"['fr'], ",4.86 / , / 98.0,2020.0 - ,https://image.tmdb.org/t/p/w154/c7XinuiLnq4mAI20UgEK2XkJrRo.jpg,https://www.youtube.com/watch?v=dIcpHHHBKoI,"Il a 40 ans et c'est soudain : Frédéric veut un bébé, Claire n'en a jamais voulu et ils étaient d'accord là-dessus. Il commet l'impardonnable et fait un enfant dans son dos. Claire se transforme en baleine et Frédéric devient un père aimant."
False,tt8080196,"A mother of two gathers her loved ones to celebrate her birthday in her big house near the Loire Valley. The festivities are disrupted by the arrival of her daughter, who is known for her unpredictable outbursts.",/hlU8Cz18uRVp4XKIyNr6qLE05DW.jpg,['FR'],['Les films du Worso'],6.400674684658257,actor,Unknown,1981.0,"['Drama', 'Comedy'],",Happy Birthday - ,"['fr'], ",5.64 / , / 95.0,2019.0 - ,https://image.tmdb.org/t/p/w154/hlU8Cz18uRVp4XKIyNr6qLE05DW.jpg,https://www.youtube.com/watch?v=oh1m0EJI8NI,"Une mère de deux enfants réunit ses proches pour fêter son anniversaire dans sa grande maison près de la vallée de la Loire. Les festivités sont perturbées par l'arrivée de sa fille, connue pour ses emportements imprévisibles."
False,tt8097030,"Thirteen-year-old Mei is experiencing the awkwardness of being a teenager with a twist – when she gets too excited, she transforms into a giant red panda.",/qsdjk9oAKSQMWs0Vt5Pyfh6O4GZ.jpg,['US'],"['Walt Disney Pictures', 'Pixar']",7.0,actress,Rosalie Chiang,2005.0,"['Animation', 'Family', 'Comedy', 'Fantasy'],Adventure,Animation,Comedy",Turning Red - Turning Red,"['cn', 'zh', 'ko', 'fr', 'en'], en",7.467 / 160274.0,100.0 / 100.0,2022.0 - 2022.0,https://image.tmdb.org/t/p/w154/qm3JlF3zJzOZjq0ribft0XIDHJw.jpg,https://www.youtube.com/watch?v=RS2XqB0fSTA,"Mei, 13 ans, vit la maladresse de l'adolescence avec une particularité : lorsqu'elle est trop excitée, elle se transforme en panda roux géant."
False,tt8098548,"Françoise has just been dumped by her husband for a much younger woman. In order to cheer her up, and to celebrate her 60th birthday, sisters Rose and Alice decide to take their mother to a resort on the tropical island of Reunion so they can relax, work on their tans, and have too many margaritas. But when Rose pays a one-night stand, Thierry, to show her mother a good time, their holiday plans start to unravel.",/utb73E9kvYGeYawkH1BG8lEENS6.jpg,['FR'],"['Pathé Distribution', 'Estrella Productions']",6.400674684658257,actor,Unknown,1981.0,"['Comedy'],",Dumped - ,"['fr'], ",6.175 / , / 95.0,2018.0 - ,https://image.tmdb.org/t/p/w154/utb73E9kvYGeYawkH1BG8lEENS6.jpg,https://www.youtube.com/watch?v=vsw7n4u7gIs,"Françoise vient d'être larguée par son mari pour une femme beaucoup plus jeune. Pour lui remonter le moral et fêter ses 60 ans, les sœurs Rose et Alice décident d'emmener leur mère dans un hôtel de l'île tropicale de la Réunion pour se détendre, peaufiner leur bronzage et boire des margaritas. Mais lorsque Rose paye un plan cul, Thierry, pour faire passer un bon moment à sa mère, leurs projets de vacances commencent à s'effondrer."
False,tt8157074,A romantic drama set in 1961 that follows a young studio extra's ambitious efforts to reunite with the French girl he loves after being separated by the construction of the Berlin Wall.,/5eF8oy8LPcqIHSbpuf8UARtSc7O.jpg,['DE'],"['Traumfabrik Babelsberg', 'Studio Babelsberg', 'Pantaleon Films', 'Tobis Film', 'ARRI Media', 'herbX Film', 'SamFilm']",6.400674684658257,actor,Unknown,1981.0,"['Drama', 'Comedy', 'Romance'],",Dream Factory - ,"['en', 'fr', 'de', 'ru'], ",7.4 / , / 125.0,2019.0 - ,https://image.tmdb.org/t/p/w154/2YW3l0IPCUaBJzMr19FjbLlZaHP.jpg,https://www.youtube.com/watch?v=3JwJHeEh_mo,Un drame romantique se déroulant en 1961 qui suit les efforts ambitieux d'un jeune figurant de studio pour retrouver la jeune fille française qu'il aime après avoir été séparé par la construction du mur de Berlin.
False,tt8193790,"A man's obsession with owning the designer deerskin jacket of his dreams leads him to turn his back on his humdrum life in the suburbs, blow his life savings, and even turn him to crime.",/r5O84lMJRMQStl8GGJzAgkkdqP0.jpg,"['BE', 'FR', 'CH']","['Atelier de Production', 'ARTE France Cinéma', 'Nexus Factory', 'uMedia', 'Garidi Films']",6.6,actor,Jean Dujardin,1972.0,"['Comedy', 'Horror'],Comedy,Horror",Deerskin - Deerskin,"['fr'], en",6.438 / 12185.0,77.0 / 77.0,2019.0 - 2019.0,https://image.tmdb.org/t/p/w154/xkU5T0jes88ITi0tlvqkm8Mx4jV.jpg,https://www.youtube.com/watch?v=t7Hwxf_5T-Y,"L'obsession d'un homme de posséder la veste en peau de cerf de créateur de ses rêves le conduit à tourner le dos à sa vie monotone en banlieue, à dilapider toutes ses économies et même à se tourner vers le crime."
False,tt8213552,"Sophie, a U.S. TV star, finds out shortly before Christmas that she is the subject of compromising photos. Under the pretext of granting the photographer an exclusive interview in exchange for the pictures, the young woman invites him to spend Christmas at her aunt’s in northern Ontario. Will Sophie successfully come to terms with her painful past?",/2NUcpA6jLT81Z9ORdxoRZ3RmB8i.jpg,['CA'],"['SandBay Entertainment', 'Distinct Features Inc.']",6.400674684658257,actor,Unknown,1981.0,"['Comedy'],",Noël en boîte - ,"['fr'], ",7.5 / , / 90.0,2018.0 - ,https://image.tmdb.org/t/p/w154/2NUcpA6jLT81Z9ORdxoRZ3RmB8i.jpg,https://www.youtube.com/watch?v=3TIxokdrbM0,"Sophie, une vedette de la télévision américaine, découvre peu avant Noël qu’elle fait l’objet de photos compromettantes. Sous prétexte d’accorder une interview exclusive au photographe en échange des clichés, la jeune femme l’invite à passer Noël chez sa tante, dans le nord de l’Ontario. Sophie parviendra-t-elle à faire face à son passé douloureux ?"
False,tt8240828,"A tampon woman meets with an astronaut man in order to fly to the moon. While Daniel’s charged with scattering his mother’s ashes, Claude awaits the miraculous return of her period.",/qR5mjeFdHzMnpimiv0zD0X69kY2.jpg,['CA'],['Hutte Films'],6.400674684658257,actor,Unknown,1981.0,"['Romance', 'Comedy'],",Lunar-Orbit Rendezvous - ,"['fr'], ",7.0 / , / 15.0,2019.0 - ,https://image.tmdb.org/t/p/w154/qR5mjeFdHzMnpimiv0zD0X69kY2.jpg,https://www.youtube.com/watch?v=BtqIrNRAYkc,"Une femme porteuse de tampons rencontre un homme astronaute pour s'envoler vers la Lune. Tandis que Daniel est chargé de disperser les cendres de sa mère, Claude attend le retour miraculeux de ses règles."
False,tt8242084,"A hardened CIA operative finds himself at the mercy of a precocious 9-year-old girl, having been sent undercover to surveil her family.",/n2C6jRK9PtPIs99RQhKtqGlsnsO.jpg,['US'],"['STX Entertainment', 'MWM Studios']",6.400674684658257,actor,Unknown,1981.0,"['Family', 'Action', 'Comedy'],",My Spy - ,"['en', 'fr'], ",6.886 / , / 99.0,2020.0 - ,https://image.tmdb.org/t/p/w154/55LLHeLTTkZkb3C4gTu1ELiuwK4.jpg,https://www.youtube.com/watch?v=9m4hzzRLo4A,"Un agent aguerri de la CIA se retrouve à la merci d'une fillette précoce de 9 ans, après avoir été envoyé sous couverture pour surveiller sa famille."
False,tt8242340,"Narrated by Golden Globe winner, Donald Sutherland, this is the incredible story of Ailo, the little reindeer. This uplifting tale follows the journey of baby Ailo as he navigates his first year of life in the snowy landscapes of a picturesque Lapland. Frail and vulnerable, Ailo must learn to walk, run, leap and hide to ensure he survives the long, treacherous journey with the herd. Ailo’s Journey is an inspirational story, in which a bleak wilderness is warmed by a mother’s endless love as she watches over Ailo in his incredible adventures with other creatures of the Arctic.",/3OYDdb0okDGA0lAVJDcv5ZBh5XW.jpg,"['FI', 'FR']","['Borsalino Productions', 'Matila Röhr Productions (MRP)', 'Gaumont', 'Valdés']",6.400674684658257,actor,Unknown,1981.0,"['Documentary', 'Family', 'Adventure'],",A Reindeer's Journey - ,"['fr'], ",6.679 / , / 75.0,2018.0 - ,https://image.tmdb.org/t/p/w154/2fkIIQpwSdVocbVmcadytkDdoIO.jpg,https://www.youtube.com/watch?v=N7hhHoQYQRA,"Racontée par Donald Sutherland, lauréat d’un Golden Globe, voici l’incroyable histoire d’Ailo, le petit renne. Ce récit édifiant suit le voyage du bébé Ailo alors qu’il navigue dans sa première année de vie dans les paysages enneigés d’une Laponie pittoresque. Frêle et vulnérable, Ailo doit apprendre à marcher, courir, sauter et se cacher pour s’assurer de survivre au long et périlleux voyage avec le troupeau. Le voyage d’Ailo est une histoire inspirante, dans laquelle une nature sauvage et désolée est réchauffée par l’amour infini d’une mère qui veille sur Ailo dans ses incroyables aventures avec d’autres créatures de l’Arctique."
False,tt8263936,"In a bizarre Breton library that collects rejected, never published manuscripts, a young editor discovers a novel that she considers a masterpiece. It was written by a certain Henri Pick, a cook who died two years earlier and who, according to his widow, had never read a book in his life or written anything but a shopping list... Did he have a secret life? When the book becomes a huge best-seller, Jean- Michel Rouche, a skeptical and stubborn literary critic, teams up with Joséphine, Pick’s daughter, to unravel the mystery.",/dkliBAyyb4XVm3Wr234yMRV0qCd.jpg,"['BE', 'FR']","['Gaumont', 'Mandarin Film', 'France 2 Cinéma', 'SCOPE Pictures']",6.400674684658257,actor,Unknown,1981.0,"['Drama', 'Comedy'],",The Mystery of Henri Pick - ,"['fr', 'ru'], ",6.471 / , / 101.0,2019.0 - ,https://image.tmdb.org/t/p/w154/anN8IURd68mqxYAFdA9O3mV4wCp.jpg,https://www.youtube.com/watch?v=8l4Q0uX9Iq4,"Dans une étrange bibliothèque bretonne qui rassemble des manuscrits refusés et jamais publiés, une jeune éditrice découvre un roman qu'elle considère comme un chef-d'œuvre. Il a été écrit par un certain Henri Pick, un cuisinier décédé deux ans plus tôt et qui, selon sa veuve, n'avait jamais lu un livre de sa vie ni rien écrit d'autre qu'une liste de courses... Avait-il une vie secrète ? Lorsque le livre devient un énorme best-seller, Jean-Michel Rouche, un critique littéraire sceptique et têtu, s'associe à Joséphine, la fille de Pick, pour percer le mystère."
False,tt8264546,"Do you remember your first trip? Not the one you made at 5 years old with your parents to the East Coast of the United States. I mean the first time you traveled alone!? The great adventure. In 1991, I was a 21-years-old student. I went to Europe. Not because I wanted to visit all the great capitals, but because I wanted love... I wanted Marie-Ève Bernard.",/2hslgXSVEWv7VQlFhOzvMjnU3KR.jpg,['CA'],['GO Films'],6.400674684658257,actor,Unknown,1981.0,"['Drama', 'Comedy'],",1991 - ,"['en', 'fr', 'de', 'el', 'it', 'es'], ",6.6 / , / 102.0,2018.0 - ,https://image.tmdb.org/t/p/w154/2hslgXSVEWv7VQlFhOzvMjnU3KR.jpg,https://www.youtube.com/watch?v=fqThJ8T79PQ,"Te souviens-tu de ton premier voyage ? Pas celui que tu as fait à 5 ans avec tes parents sur la côte Est des États-Unis. Je veux dire la première fois que tu as voyagé seule !? La grande aventure. En 1991, j'étais une étudiante de 21 ans. Je suis partie en Europe. Non pas parce que je voulais visiter toutes les grandes capitales, mais parce que je voulais l'amour... Je voulais Marie-Ève ​​Bernard."
False,tt8297694,A remarkable mock-doc that profoundly explores Lebanon's turbulent history through the life and times of a reclusive metal automaton that once was emblematic of the country's hopes and dreams.﻿,/9NYkAglqugS1rWeZOsbV1Mvex9Z.jpg,"['DE', 'LB']",[],6.400674684658257,actor,Unknown,1981.0,"['Documentary', 'Comedy'],",Manivelle: The Last Days of the Man of Tomorrow - ,"['ar', 'fr'], ",7.2 / , / 29.0,2017.0 - ,https://image.tmdb.org/t/p/w154/9NYkAglqugS1rWeZOsbV1Mvex9Z.jpg,https://www.youtube.com/watch?v=300755501,Un remarquable faux-documentaire qui explore en profondeur l'histoire mouvementée du Liban à travers la vie et l'époque d'un automate en métal reclus qui était autrefois emblématique des espoirs et des rêves du pays.
False,tt8306938,"An abandoned seaside resort. The shooting for a fantasy film about the end of an era wraps up. Two women, both members of the film crew, one an actrice, the other a director, Apocalypse and Joy, are on the verge of concluding their love affair.",/bcy6XsbymTjxj4rtaY2nvfp8wFO.jpg,['FR'],['Ecce Films'],6.400674684658257,actor,Unknown,1981.0,"['Comedy', 'Fantasy', 'Horror'],",Apocalypse After - ,"['en', 'fr'], ",5.2 / , / 37.0,2018.0 - ,https://image.tmdb.org/t/p/w154/uGsqlWP0njhNBaIg4ekeAT8GvSr.jpg,https://www.youtube.com/watch?v=267970637,"Une station balnéaire abandonnée. Le tournage d'un film fantastique sur la fin d'une époque touche à sa fin. Deux femmes, membres de l'équipe du film, l'une actrice, l'autre réalisatrice, Apocalypse et Joy, sont sur le point de mettre un terme à leur histoire d'amour."
False,tt8329148,"Upon the destruction of their ship, Willy is separated from his parents. He lands on a wild and unexplored planet and with the help of Buck, a survival robot, he will have to hold until the arrival of a rescue mission.",/vwqEIL5SrsZFVvileNe9LuHbJy7.jpg,['FR'],"['Logical Pictures', 'TAT Productions', 'Bac Films', 'France 3 Cinéma', 'Master Films']",6.400674684658257,actor,Unknown,1981.0,"['Animation', 'Comedy', 'Adventure', 'Family'],",Astro Kid - ,"['fr'], ",7.173 / , / 90.0,2019.0 - ,https://image.tmdb.org/t/p/w154/9i8VCKTd9Xh74VlyTjGPW1V2C1i.jpg,https://www.youtube.com/watch?v=s9vLsTwOW-Q,"Suite à la destruction de leur vaisseau, Willy est séparé de ses parents. Il atterrit sur une planète sauvage et inexplorée et avec l'aide de Buck, un robot de survie, il devra tenir jusqu'à l'arrivée d'une mission de sauvetage."
False,tt8352124,"Dany Boon says farewell to the stage after 25 years of comedy. For the last time, Dany Boon paints his absurd scenes, colorful characters, life struggles and takes us to his homeland: north of France.",/7Il7OY2k8nIveh7XWThq7JUnBwJ.jpg,['FR'],[],6.400674684658257,actor,Unknown,1981.0,"['Comedy'],",Dany Boon: Des Hauts-De-France - ,"['fr'], ",6.1 / , / 90.0,2018.0 - ,https://image.tmdb.org/t/p/w154/7Il7OY2k8nIveh7XWThq7JUnBwJ.jpg,https://www.youtube.com/watch?v=7fVgX6GFGeg,"Dany Boon dit adieu à la scène après 25 ans de comédie. Pour la dernière fois, Dany Boon peint ses scènes absurdes, ses personnages hauts en couleur, ses luttes de vie et nous emmène dans son pays natal : le nord de la France."
False,tt8359842,Filmmaker Elia Suleiman travels to different cities and finds unexpected parallels to his homeland of Palestine.,/5AJeDg97JlJxPEP38wDUlJ1OXgU.jpg,"['DE', 'PS', 'FR', 'CA', 'QA', 'TR']","['Rectangle Productions', 'Nazira Films', 'Pallas Film', 'Zeyno Film', 'Abbout Productions', 'Wild Bunch', 'Possibles Média', 'Turkish Radio & Television', 'TRT']",6.400674684658257,actor,Unknown,1981.0,"['Comedy', 'Drama'],",It Must Be Heaven - ,"['ar', 'fr', 'he', 'en', 'es'], ",6.6 / , / 97.0,2019.0 - ,https://image.tmdb.org/t/p/w154/hTbMGlx7atKkVe22lQchUyZPfoR.jpg,https://www.youtube.com/watch?v=TDBnCGSLGi4,"Le cinéaste Elia Suleiman voyage dans différentes villes et découvre des parallèles inattendus avec sa patrie, la Palestine."
False,tt8374436,"Summer 1998 - the opening stages of Le Tour de France are relocated to Ireland. Belgian rider Dom Chabol (late 30s) has been one of the best “Domestiques” (support riders) on the Tour for the last 20 years. It’s a sacrificial role – setting pace, blocking wind, and providing support to enable the team’s sprinter to victory - winning is not an option. But Dom secretly harbours a desire to wear the yellow jersey - just once before his career is over. At the start of what will likely be his last Tour, Dom is unceremoniously dropped from the Team he has dedicated his life to. His best mate Sonny, the team masseur, fails to reassure him about his future. But a chance liaison with Lynn, a young Irish doctor, softens the blow, and Dom starts to accept - and even enjoy - the idea of civilian life. But as he gears up to go home and to face his estranged sister, a massive doping error knocks another teammate off the Tour and Dom is thrown back in the saddle…",/rwhlCAW285XyDdN0PRlKYxzp68g.jpg,"['BE', 'IE', 'LU']","['Blinder Films', 'Calach Films', 'Caviar', 'Vertigo Films']",6.400674684658257,actor,Unknown,1981.0,"['Drama', 'Comedy'],",The Racer - ,"['en', 'fr', 'de', 'it', 'pt', 'es'], ",5.86 / , / 95.0,2020.0 - ,https://image.tmdb.org/t/p/w154/twtOUyQBQeiuQrptPLyNikJuD5h.jpg,https://www.youtube.com/watch?v=7sIQIwczfE4,"Été 1998 – les premières étapes du Tour de France sont délocalisées en Irlande. Le coureur belge Dom Chabol (fin de la trentaine) est l’un des meilleurs « domestiques » du Tour depuis 20 ans. Son rôle est sacrificiel – donner le rythme, bloquer le vent et apporter son soutien au sprinteur de l’équipe pour qu’il puisse remporter la victoire – gagner n’est pas une option. Mais Dom nourrit secrètement le désir de porter le maillot jaune – juste une fois avant la fin de sa carrière. Au départ de ce qui sera probablement son dernier Tour, Dom est renvoyé sans ménagement de l’équipe à laquelle il a consacré sa vie. Son meilleur ami Sonny, le masseur de l’équipe, ne parvient pas à le rassurer sur son avenir. Mais une liaison fortuite avec Lynn, une jeune médecin irlandaise, adoucit le choc et Dom commence à accepter – et même à apprécier – l’idée de la vie civile. Mais alors qu’il se prépare à rentrer chez lui et à affronter sa sœur dont il est séparé, une énorme erreur de dopage élimine un autre coéquipier du Tour et Dom est renvoyé en selle…"
False,tt8398768,"Dany, the king of petty thefts, did not wait until the end of his prison sentence to reunite with his 13-year-old son Sullivan. The only thing he now needs is a job and an apartment to regain custody of his son.",/ePxeIwodTq2ZNxnmFr6K2YGv2FY.jpg,"['BE', 'FR']","['Artémis Productions', 'Chi-Fou-Mi Productions']",6.400674684658257,actor,François Damiens,1973.0,"['Comedy'],Comedy,Drama",Dany - Dany,"['fr'], en",5.299 / 54558.04810794954,89.0 / 89.0,2018.0 - 2018.0,https://image.tmdb.org/t/p/w154/ePxeIwodTq2ZNxnmFr6K2YGv2FY.jpg,https://www.youtube.com/watch?v=_TqfsqM0T4g,"Dany, le roi des petits larcins, n'a pas attendu la fin de sa peine de prison pour retrouver son fils de 13 ans, Sullivan. Il ne lui manque plus qu'un travail et un appartement pour récupérer la garde de son fils."
False,tt8399104,"Brother Marie-Victorin, founder of Montreal’s Botanical Garden, is bored with heaven and decides to return earth to help former agronomist turned beekeeper Albert save Quebec’s flora from a multinational that is poisoning the Earth with chemicals.",/kCj8GCPg5xgFCA3oMWvfnJEZhaw.jpg,['CA'],"['Les Films du Paria', 'Exogène Films']",6.400674684658257,actor,Unknown,1981.0,"['Comedy', 'Drama'],",Forgotten Flowers - ,"['fr'], ",6.5 / , / 102.0,2019.0 - ,https://image.tmdb.org/t/p/w154/pwLJd7gwAA3R84DBgIf4lO8F80b.jpg,https://www.youtube.com/watch?v=0cU1at7Xt2Q,"Le frère Marie-Victorin, fondateur du Jardin botanique de Montréal, s'ennuie du ciel et décide de retourner sur terre pour aider l'ancien agronome devenu apiculteur Albert à sauver la flore du Québec d'une multinationale qui empoisonne la Terre avec des produits chimiques."
False,tt8404614,"Frustrated with the direction of the church, Cardinal Bergoglio requests permission to retire in 2012 from Pope Benedict. Instead, facing scandal and self-doubt, the introspective Pope Benedict summons his harshest critic and future successor to Rome to reveal a secret that would shake the foundations of the Catholic Church.",/4d4mTSfDIFIbUbMLUfaKodvxYXA.jpg,['US'],['Rideback'],6.400674684658257,actor,Unknown,1981.0,"['Drama', 'Comedy', 'History'],",The Two Popes - ,"['en', 'fr', 'de', 'it', 'la', 'pt', 'es'], ",7.52 / , / 125.0,2019.0 - ,https://image.tmdb.org/t/p/w154/oZo511rCqquy6VfRwtobXStYqwh.jpg,https://www.youtube.com/watch?v=T5OhkFY1PQE,"Frustré par la direction de l'Eglise, le cardinal Bergoglio demande au pape Benoît XVI la permission de se retirer en 2012. Au lieu de cela, confronté au scandale et au doute, le pape Benoît XVI, introspectif, convoque son critique le plus sévère et futur successeur à Rome pour révéler un secret qui ébranlerait les fondements de l'Eglise catholique."
False,tt8424974,Découvrez cette incroyable aventure et laissez-vous surprendre par chaque tournant inattendu !,/u65N0cvFpABonMYm4mpDqB2Wkn9.jpg,[],"['Draguibouge', 'La Belle Epoque Production']",6.400674684658257,actor,Unknown,1981.0,"['Comedy', 'Drama'],",Joseph - ,"['fr'], ",0.0 / , / 0.0,2018.0 - ,https://image.tmdb.org/t/p/w154/u65N0cvFpABonMYm4mpDqB2Wkn9.jpg,https://www.youtube.com/watch?v=jwAr8vgg3-c,Découvrez cette incroyable aventure et laissez-vous surprendre par chaque tournant inattendu !
